"data.race","data.partyid"
"37834","white","strong republican"
"37835","white","not str republican"
"37836","white","ind,near rep"
"37837","white","not str republican"
"37838","white","not str republican"
"37839","white","not str democrat"
"37840","white","not str republican"
"37841","white","not str democrat"
"37842","white","strong democrat"
"37843","white","ind,near rep"
"37844","white","not str republican"
"37845","white","not str democrat"
"37846","white","not str republican"
"37847","white","ind,near rep"
"37848","white","ind,near rep"
"37849","white","strong democrat"
"37850","white","strong democrat"
"37851","black","not str republican"
"37852","white","not str republican"
"37853","white","not str democrat"
"37854","white","strong republican"
"37855","white","not str republican"
"37856","white","not str republican"
"37857","white","not str republican"
"37858","white","independent"
"37859","black","not str democrat"
"37860","black","ind,near dem"
"37861","black","not str democrat"
"37862","white","ind,near dem"
"37863","black","not str democrat"
"37864","white","not str democrat"
"37865","white","not str democrat"
"37866","white","not str democrat"
"37867","white","independent"
"37868","white","strong democrat"
"37869","white","strong republican"
"37870","white","not str republican"
"37871","other","independent"
"37872","white","not str republican"
"37873","other","independent"
"37874","white","ind,near dem"
"37875","other","not str republican"
"37876","white","ind,near rep"
"37877","white","ind,near dem"
"37878","white","independent"
"37879","white","strong democrat"
"37880","white","not str democrat"
"37881","white","strong republican"
"37882","white","not str republican"
"37883","white","ind,near dem"
"37884","white","independent"
"37885","white","independent"
"37886","white","not str republican"
"37887","white","not str republican"
"37888","white","not str republican"
"37889","white","independent"
"37890","white","independent"
"37891","white","ind,near dem"
"37892","white","not str republican"
"37893","white","strong democrat"
"37894","white","ind,near dem"
"37895","white","independent"
"37896","white","other party"
"37897","white","independent"
"37898","white","independent"
"37899","white","other party"
"37900","white","not str republican"
"37901","white","not str republican"
"37902","white","not str democrat"
"37903","white","strong democrat"
"37904","white","ind,near dem"
"37905","other","not str republican"
"37906","white","strong democrat"
"37907","white","other party"
"37908","white","other party"
"37909","white","not str republican"
"37910","white","strong democrat"
"37911","white","not str democrat"
"37912","white","not str democrat"
"37913","white","other party"
"37914","white","not str republican"
"37915","other","strong republican"
"37916","white","other party"
"37917","white","independent"
"37919","white","strong republican"
"37920","white","strong republican"
"37921","white","independent"
"37922","white","strong democrat"
"37923","white","not str republican"
"37924","white","independent"
"37925","white","independent"
"37926","white","not str democrat"
"37927","white","not str democrat"
"37928","white","independent"
"37929","other","not str democrat"
"37930","white","ind,near rep"
"37931","white","not str republican"
"37932","white","not str republican"
"37933","white","independent"
"37934","white","ind,near dem"
"37935","white","not str democrat"
"37936","white","strong republican"
"37937","white","not str republican"
"37938","white","not str democrat"
"37939","white","ind,near dem"
"37940","white","ind,near dem"
"37941","white","ind,near rep"
"37942","white","not str democrat"
"37943","white","not str democrat"
"37944","white","not str republican"
"37945","white","ind,near rep"
"37946","white","not str democrat"
"37947","white","ind,near dem"
"37948","white","not str republican"
"37949","white","not str democrat"
"37950","white","not str republican"
"37951","white","strong democrat"
"37952","white","not str democrat"
"37953","white","not str republican"
"37954","white","not str republican"
"37955","white","strong republican"
"37956","white","strong democrat"
"37957","white","strong republican"
"37958","white","other party"
"37959","white","not str republican"
"37960","white","strong republican"
"37961","white","independent"
"37962","white","strong republican"
"37963","white","independent"
"37964","white","strong democrat"
"37965","white","not str republican"
"37966","white","strong republican"
"37967","white","independent"
"37968","white","not str democrat"
"37969","white","not str democrat"
"37970","white","not str republican"
"37971","white","strong democrat"
"37972","white","strong republican"
"37973","white","not str republican"
"37974","white","strong republican"
"37975","white","not str republican"
"37976","white","independent"
"37977","black","ind,near rep"
"37978","black","ind,near dem"
"37979","black","strong democrat"
"37980","black","ind,near dem"
"37981","white","not str republican"
"37982","white","strong democrat"
"37983","white","not str republican"
"37984","white","not str democrat"
"37985","white","ind,near rep"
"37986","white","not str republican"
"37987","white","independent"
"37988","white","not str democrat"
"37989","white","strong republican"
"37990","white","strong democrat"
"37991","white","independent"
"37992","white","not str republican"
"37993","white","not str republican"
"37994","white","strong republican"
"37995","white","strong republican"
"37996","white","not str republican"
"37997","white","not str democrat"
"37998","white","independent"
"37999","white","ind,near rep"
"38000","white","not str democrat"
"38001","white","not str democrat"
"38002","white","strong republican"
"38003","white","not str democrat"
"38004","white","not str republican"
"38005","white","independent"
"38006","white","strong democrat"
"38007","white","independent"
"38008","white","not str republican"
"38009","white","not str democrat"
"38010","other","not str democrat"
"38011","white","not str democrat"
"38012","white","independent"
"38013","white","not str republican"
"38014","white","ind,near dem"
"38015","white","independent"
"38016","white","not str democrat"
"38017","white","not str republican"
"38018","white","strong republican"
"38019","white","not str democrat"
"38020","white","not str democrat"
"38021","white","ind,near dem"
"38022","white","independent"
"38023","white","not str republican"
"38024","black","strong democrat"
"38025","white","not str democrat"
"38026","white","not str democrat"
"38027","white","strong republican"
"38028","white","not str republican"
"38029","black","ind,near dem"
"38030","white","ind,near dem"
"38031","white","not str democrat"
"38032","white","independent"
"38033","white","not str democrat"
"38034","white","not str republican"
"38035","white","not str republican"
"38036","black","ind,near dem"
"38037","white","independent"
"38038","white","not str democrat"
"38039","white","not str republican"
"38040","white","not str democrat"
"38041","white","strong democrat"
"38042","white","not str republican"
"38043","white","not str republican"
"38044","white","ind,near rep"
"38045","white","not str republican"
"38046","white","not str democrat"
"38047","black","strong republican"
"38048","white","not str republican"
"38049","white","not str democrat"
"38050","white","not str democrat"
"38051","white","independent"
"38052","white","not str republican"
"38053","white","strong democrat"
"38054","white","independent"
"38055","white","ind,near rep"
"38056","white","strong democrat"
"38057","white","not str republican"
"38058","white","strong democrat"
"38059","white","not str republican"
"38060","white","strong republican"
"38061","white","not str democrat"
"38062","white","not str democrat"
"38063","white","not str republican"
"38064","white","strong democrat"
"38065","white","independent"
"38066","black","ind,near dem"
"38067","black","ind,near dem"
"38068","white","not str democrat"
"38069","white","not str republican"
"38070","white","ind,near rep"
"38072","white","not str republican"
"38073","white","not str republican"
"38075","white","strong democrat"
"38076","black","independent"
"38077","white","independent"
"38078","white","ind,near rep"
"38079","white","ind,near dem"
"38080","white","ind,near rep"
"38081","white","not str republican"
"38082","white","not str democrat"
"38083","other","not str democrat"
"38084","black","not str democrat"
"38085","white","not str democrat"
"38086","white","independent"
"38087","white","ind,near dem"
"38088","white","independent"
"38089","white","not str republican"
"38090","white","independent"
"38091","white","not str republican"
"38092","black","not str democrat"
"38093","white","not str democrat"
"38094","white","independent"
"38095","black","ind,near dem"
"38096","white","not str republican"
"38097","white","ind,near rep"
"38098","white","not str republican"
"38099","other","not str republican"
"38100","white","not str republican"
"38101","white","ind,near rep"
"38102","white","not str democrat"
"38103","white","strong democrat"
"38104","white","strong democrat"
"38105","white","not str republican"
"38106","white","not str republican"
"38107","white","not str democrat"
"38108","white","ind,near rep"
"38109","white","ind,near dem"
"38110","white","independent"
"38111","white","independent"
"38112","white","independent"
"38113","white","not str republican"
"38114","white","strong democrat"
"38115","white","ind,near dem"
"38116","white","independent"
"38117","white","ind,near rep"
"38118","white","not str republican"
"38119","white","independent"
"38120","white","ind,near rep"
"38121","white","not str democrat"
"38122","white","strong democrat"
"38123","white","not str republican"
"38124","white","ind,near dem"
"38125","white","not str democrat"
"38126","white","strong republican"
"38127","white","not str democrat"
"38128","white","ind,near rep"
"38129","white","strong democrat"
"38130","white","strong republican"
"38131","white","ind,near dem"
"38132","black","strong democrat"
"38133","white","strong republican"
"38134","white","independent"
"38135","white","not str democrat"
"38136","black","independent"
"38137","white","ind,near dem"
"38138","white","strong republican"
"38139","white","independent"
"38140","white","ind,near rep"
"38141","white","not str democrat"
"38142","white","strong democrat"
"38143","white","not str democrat"
"38144","white","strong republican"
"38145","white","strong democrat"
"38146","white","independent"
"38147","white","ind,near rep"
"38148","white","not str democrat"
"38149","black","not str democrat"
"38150","white","independent"
"38151","white","ind,near dem"
"38152","other","not str democrat"
"38153","white","ind,near dem"
"38154","white","independent"
"38155","white","ind,near rep"
"38156","white","strong republican"
"38157","white","ind,near dem"
"38158","white","independent"
"38159","black","strong democrat"
"38160","white","ind,near dem"
"38161","white","ind,near rep"
"38162","white","strong democrat"
"38163","white","strong republican"
"38164","white","ind,near rep"
"38165","white","not str republican"
"38166","white","strong republican"
"38167","white","strong republican"
"38168","white","strong republican"
"38169","white","strong democrat"
"38170","white","not str republican"
"38171","other","not str democrat"
"38172","black","independent"
"38173","white","independent"
"38174","white","ind,near rep"
"38175","white","strong democrat"
"38176","white","not str republican"
"38177","white","not str republican"
"38178","other","not str republican"
"38179","black","strong democrat"
"38180","white","ind,near dem"
"38181","white","independent"
"38182","black","independent"
"38183","white","strong republican"
"38184","white","strong democrat"
"38185","black","strong democrat"
"38186","white","independent"
"38187","black","strong democrat"
"38188","black","strong democrat"
"38189","black","independent"
"38190","black","strong democrat"
"38191","black","not str democrat"
"38192","black","ind,near dem"
"38193","black","strong democrat"
"38194","black","strong democrat"
"38195","black","strong democrat"
"38196","black","not str republican"
"38197","black","strong democrat"
"38198","white","not str republican"
"38199","black","strong democrat"
"38200","black","ind,near dem"
"38201","black","strong democrat"
"38202","white","strong democrat"
"38203","black","independent"
"38204","black","strong democrat"
"38205","white","ind,near dem"
"38206","white","not str democrat"
"38207","white","not str republican"
"38208","white","independent"
"38209","white","not str democrat"
"38210","white","ind,near dem"
"38211","white","not str republican"
"38212","white","not str republican"
"38213","white","independent"
"38214","white","ind,near dem"
"38215","white","not str republican"
"38216","white","independent"
"38217","white","not str democrat"
"38218","white","not str republican"
"38219","white","independent"
"38220","other","not str democrat"
"38221","white","not str democrat"
"38222","white","strong republican"
"38223","white","not str democrat"
"38224","white","strong democrat"
"38225","white","strong democrat"
"38226","other","ind,near dem"
"38227","white","ind,near rep"
"38228","black","strong democrat"
"38229","other","not str democrat"
"38230","other","not str democrat"
"38231","black","independent"
"38232","black","strong democrat"
"38233","white","ind,near rep"
"38234","white","independent"
"38235","white","ind,near rep"
"38236","white","not str republican"
"38237","white","not str democrat"
"38238","white","not str democrat"
"38239","white","not str democrat"
"38240","white","ind,near rep"
"38241","white","independent"
"38242","white","independent"
"38243","white","independent"
"38244","white","independent"
"38245","black","strong democrat"
"38246","black","strong democrat"
"38247","white","ind,near dem"
"38248","white","ind,near dem"
"38249","white","ind,near dem"
"38250","black","ind,near dem"
"38251","black","ind,near dem"
"38252","white","ind,near rep"
"38253","black","strong democrat"
"38254","white","not str democrat"
"38255","black","ind,near dem"
"38256","black","strong democrat"
"38257","white","not str republican"
"38258","black","not str democrat"
"38259","black","strong democrat"
"38260","white","not str democrat"
"38261","white","not str republican"
"38262","black","strong democrat"
"38263","black","not str democrat"
"38264","black","ind,near rep"
"38265","black","strong democrat"
"38266","black","not str democrat"
"38267","other","independent"
"38268","other","strong democrat"
"38269","white","not str republican"
"38270","white","strong republican"
"38271","black","not str democrat"
"38272","white","independent"
"38273","white","strong democrat"
"38274","white","ind,near dem"
"38275","white","not str republican"
"38276","white","ind,near dem"
"38277","black","strong democrat"
"38278","white","independent"
"38279","white","ind,near dem"
"38280","white","independent"
"38281","white","ind,near dem"
"38282","white","independent"
"38283","white","not str republican"
"38284","white","not str democrat"
"38285","white","not str republican"
"38286","white","not str democrat"
"38287","white","independent"
"38288","white","not str republican"
"38289","white","strong republican"
"38290","white","strong republican"
"38291","white","ind,near rep"
"38292","white","other party"
"38293","white","not str democrat"
"38294","white","strong republican"
"38295","white","strong republican"
"38296","white","strong republican"
"38297","other","independent"
"38298","white","ind,near rep"
"38299","black","not str republican"
"38301","white","not str democrat"
"38302","white","strong democrat"
"38303","white","strong democrat"
"38304","black","not str democrat"
"38305","white","not str democrat"
"38306","white","not str democrat"
"38307","white","strong democrat"
"38308","white","not str democrat"
"38309","white","not str democrat"
"38310","white","strong democrat"
"38311","black","strong democrat"
"38312","white","not str democrat"
"38313","black","strong democrat"
"38314","other","strong republican"
"38315","black","ind,near rep"
"38316","black","not str republican"
"38317","black","strong democrat"
"38318","black","strong democrat"
"38319","black","ind,near dem"
"38320","white","not str republican"
"38321","white","ind,near rep"
"38322","white","strong democrat"
"38323","white","independent"
"38324","white","ind,near dem"
"38325","white","not str democrat"
"38326","white","not str republican"
"38327","white","not str democrat"
"38328","white","not str republican"
"38329","white","not str democrat"
"38330","white","strong republican"
"38331","white","independent"
"38332","white","ind,near dem"
"38333","white","ind,near dem"
"38334","white","not str democrat"
"38335","other","not str republican"
"38336","white","strong democrat"
"38337","white","not str democrat"
"38338","white","not str democrat"
"38339","white","ind,near dem"
"38340","white","other party"
"38341","white","ind,near dem"
"38342","white","strong democrat"
"38343","white","other party"
"38344","white","ind,near dem"
"38345","white","not str republican"
"38346","other","not str democrat"
"38347","white","ind,near dem"
"38348","white","not str democrat"
"38349","white","strong democrat"
"38350","white","ind,near dem"
"38351","white","ind,near dem"
"38352","white","independent"
"38353","other","strong republican"
"38354","white","strong democrat"
"38355","white","strong democrat"
"38356","white","independent"
"38357","white","not str republican"
"38358","white","strong republican"
"38359","white","strong republican"
"38360","other","not str democrat"
"38361","white","not str republican"
"38362","other","strong democrat"
"38363","white","ind,near dem"
"38364","other","not str democrat"
"38365","other","not str democrat"
"38366","white","strong democrat"
"38367","white","ind,near rep"
"38368","white","strong democrat"
"38369","white","strong republican"
"38370","white","strong democrat"
"38371","white","ind,near rep"
"38372","white","not str republican"
"38373","white","not str republican"
"38374","white","strong republican"
"38375","white","strong republican"
"38376","white","independent"
"38377","white","ind,near dem"
"38378","white","independent"
"38379","white","not str democrat"
"38380","white","strong republican"
"38381","white","not str democrat"
"38382","white","independent"
"38383","white","independent"
"38384","white","ind,near rep"
"38385","white","not str democrat"
"38386","black","other party"
"38387","black","other party"
"38388","white","independent"
"38389","other","not str democrat"
"38390","white","independent"
"38391","black","ind,near dem"
"38392","black","strong democrat"
"38393","black","strong democrat"
"38394","black","strong democrat"
"38395","black","strong democrat"
"38396","black","strong democrat"
"38397","black","not str republican"
"38398","black","ind,near dem"
"38399","black","independent"
"38400","black","independent"
"38401","black","ind,near rep"
"38402","black","strong democrat"
"38403","black","independent"
"38404","black","ind,near dem"
"38405","black","not str democrat"
"38406","black","not str democrat"
"38407","black","not str democrat"
"38408","black","strong democrat"
"38409","black","independent"
"38410","black","strong democrat"
"38411","white","not str republican"
"38412","white","strong republican"
"38413","black","strong democrat"
"38414","black","strong democrat"
"38415","black","not str democrat"
"38416","black","strong democrat"
"38417","black","strong democrat"
"38418","black","ind,near rep"
"38419","black","independent"
"38420","white","not str democrat"
"38421","white","not str republican"
"38422","white","ind,near rep"
"38423","white","not str democrat"
"38424","white","other party"
"38425","white","not str republican"
"38426","white","ind,near dem"
"38427","white","not str republican"
"38428","white","ind,near rep"
"38429","white","ind,near dem"
"38430","white","ind,near dem"
"38431","black","not str democrat"
"38432","white","ind,near dem"
"38433","other","ind,near dem"
"38434","white","strong democrat"
"38435","white","ind,near dem"
"38436","white","independent"
"38437","white","not str democrat"
"38438","white","strong democrat"
"38439","other","ind,near rep"
"38440","white","strong republican"
"38441","white","strong republican"
"38442","white","independent"
"38443","white","ind,near rep"
"38444","other","not str republican"
"38445","white","strong democrat"
"38446","white","strong republican"
"38447","white","independent"
"38448","white","independent"
"38449","white","not str democrat"
"38450","white","not str democrat"
"38451","white","strong republican"
"38452","white","independent"
"38453","white","ind,near rep"
"38454","white","not str democrat"
"38455","white","independent"
"38456","white","other party"
"38457","white","ind,near rep"
"38458","white","independent"
"38459","white","independent"
"38460","white","independent"
"38461","white","independent"
"38462","white","strong republican"
"38463","white","ind,near rep"
"38464","white","ind,near rep"
"38465","black","not str democrat"
"38466","white","strong republican"
"38467","white","ind,near rep"
"38468","other","ind,near dem"
"38469","white","ind,near rep"
"38470","white","independent"
"38471","other","not str democrat"
"38472","white","not str republican"
"38473","white","independent"
"38474","white","not str republican"
"38475","white","independent"
"38476","white","independent"
"38477","white","ind,near dem"
"38478","white","not str democrat"
"38479","white","not str democrat"
"38480","white","ind,near rep"
"38481","white","strong democrat"
"38482","white","independent"
"38483","white","not str democrat"
"38484","black","not str democrat"
"38485","white","not str republican"
"38486","white","independent"
"38487","other","not str democrat"
"38488","white","independent"
"38489","white","ind,near dem"
"38490","white","other party"
"38491","white","strong democrat"
"38492","black","independent"
"38493","white","other party"
"38494","white","strong democrat"
"38495","black","strong democrat"
"38496","other","ind,near dem"
"38497","other","ind,near rep"
"38498","white","not str republican"
"38499","white","not str republican"
"38500","white","not str democrat"
"38501","white","strong republican"
"38502","white","strong republican"
"38503","other","not str democrat"
"38504","white","not str democrat"
"38505","white","independent"
"38506","other","not str republican"
"38507","white","not str democrat"
"38508","white","independent"
"38509","white","independent"
"38510","white","ind,near rep"
"38511","white","strong democrat"
"38512","white","not str republican"
"38513","white","not str republican"
"38514","white","strong democrat"
"38515","white","independent"
"38516","white","not str democrat"
"38517","white","independent"
"38518","white","independent"
"38519","white","not str democrat"
"38520","white","independent"
"38521","black","not str democrat"
"38522","black","ind,near dem"
"38523","white","independent"
"38524","other","not str republican"
"38525","other","not str democrat"
"38526","other","not str republican"
"38527","white","strong republican"
"38528","white","not str democrat"
"38529","white","strong republican"
"38530","white","not str democrat"
"38531","white","ind,near dem"
"38532","white","not str democrat"
"38533","white","not str republican"
"38534","white","ind,near dem"
"38535","white","strong republican"
"38536","white","not str democrat"
"38537","white","ind,near rep"
"38538","white","not str republican"
"38539","white","not str democrat"
"38540","white","independent"
"38541","white","strong democrat"
"38542","white","not str democrat"
"38543","white","not str republican"
"38544","white","ind,near dem"
"38545","black","strong democrat"
"38546","other","not str democrat"
"38547","white","strong democrat"
"38548","white","independent"
"38549","other","not str democrat"
"38550","white","not str republican"
"38551","white","independent"
"38552","white","ind,near rep"
"38553","other","independent"
"38554","white","strong republican"
"38555","other","strong democrat"
"38556","white","not str democrat"
"38557","white","strong democrat"
"38558","white","not str republican"
"38559","white","ind,near dem"
"38560","white","independent"
"38561","black","not str democrat"
"38562","white","strong democrat"
"38563","white","strong republican"
"38564","white","not str republican"
"38565","white","strong democrat"
"38566","white","independent"
"38567","black","strong democrat"
"38568","white","strong democrat"
"38569","other","strong republican"
"38570","black","not str republican"
"38571","white","independent"
"38572","white","strong republican"
"38573","white","independent"
"38574","white","independent"
"38575","white","independent"
"38576","white","not str republican"
"38577","white","independent"
"38578","white","strong republican"
"38579","other","not str democrat"
"38580","black","strong democrat"
"38581","white","not str republican"
"38582","other","ind,near dem"
"38583","other","independent"
"38584","other","not str democrat"
"38585","other","ind,near dem"
"38586","black","strong democrat"
"38587","other","strong democrat"
"38588","black","strong democrat"
"38589","white","independent"
"38590","white","other party"
"38591","black","not str democrat"
"38592","black","not str democrat"
"38593","other","not str republican"
"38594","white","strong republican"
"38595","white","not str republican"
"38596","other","strong republican"
"38597","white","strong republican"
"38598","white","strong republican"
"38599","white","not str democrat"
"38600","white","not str democrat"
"38601","black","not str democrat"
"38602","other","strong democrat"
"38603","white","not str democrat"
"38604","black","strong democrat"
"38605","white","independent"
"38606","black","strong democrat"
"38607","white","strong democrat"
"38608","white","strong democrat"
"38609","white","independent"
"38610","white","not str republican"
"38611","white","not str democrat"
"38612","white","strong democrat"
"38613","white","not str democrat"
"38614","black","ind,near dem"
"38615","black","independent"
"38616","black","ind,near rep"
"38617","black","other party"
"38618","other","ind,near dem"
"38619","black","not str democrat"
"38620","white","not str democrat"
"38621","black","ind,near dem"
"38622","white","ind,near rep"
"38623","white","independent"
"38624","white","strong republican"
"38625","white","strong democrat"
"38626","black","strong democrat"
"38627","black","strong democrat"
"38628","black","strong democrat"
"38629","other","independent"
"38630","black","independent"
"38631","black","not str democrat"
"38632","black","not str democrat"
"38633","black","not str democrat"
"38634","other","not str democrat"
"38635","white","not str democrat"
"38636","white","strong democrat"
"38637","white","not str democrat"
"38638","white","independent"
"38639","white","not str democrat"
"38640","white","independent"
"38641","white","independent"
"38642","white","independent"
"38643","white","not str democrat"
"38644","white","strong democrat"
"38645","other","not str democrat"
"38646","white","not str democrat"
"38647","white","strong democrat"
"38648","white","not str democrat"
"38649","other","independent"
"38650","white","independent"
"38651","other","independent"
"38652","white","independent"
"38653","other","ind,near rep"
"38654","white","not str republican"
"38655","white","not str democrat"
"38656","white","independent"
"38657","white","not str democrat"
"38658","white","not str democrat"
"38659","white","independent"
"38660","white","not str republican"
"38661","white","not str democrat"
"38662","white","not str democrat"
"38663","white","strong republican"
"38664","black","strong democrat"
"38665","white","independent"
"38666","black","not str democrat"
"38667","black","not str democrat"
"38668","other","not str democrat"
"38669","black","not str democrat"
"38670","white","not str democrat"
"38671","black","not str democrat"
"38672","black","independent"
"38673","white","not str democrat"
"38674","black","independent"
"38675","black","independent"
"38676","white","independent"
"38677","white","ind,near dem"
"38678","white","not str republican"
"38679","white","independent"
"38680","white","independent"
"38681","white","strong republican"
"38682","white","strong republican"
"38683","white","ind,near rep"
"38684","white","other party"
"38685","other","not str democrat"
"38686","black","not str democrat"
"38687","other","not str democrat"
"38688","other","independent"
"38689","other","not str democrat"
"38690","other","not str democrat"
"38691","white","not str republican"
"38692","other","strong democrat"
"38693","white","not str democrat"
"38694","other","strong democrat"
"38695","black","ind,near rep"
"38696","black","independent"
"38697","black","independent"
"38698","black","strong democrat"
"38699","other","not str democrat"
"38700","other","independent"
"38701","other","strong democrat"
"38702","white","ind,near rep"
"38703","other","ind,near rep"
"38704","other","independent"
"38705","white","strong republican"
"38706","white","independent"
"38707","white","not str democrat"
"38708","white","other party"
"38709","white","strong democrat"
"38710","white","ind,near rep"
"38711","white","not str republican"
"38712","white","independent"
"38713","white","independent"
"38714","white","ind,near rep"
"38715","white","independent"
"38716","white","ind,near rep"
"38717","white","independent"
"38718","white","other party"
"38719","white","not str democrat"
"38720","black","strong democrat"
"38721","other","not str democrat"
"38722","black","strong democrat"
"38723","other","independent"
"38724","white","independent"
"38725","other","independent"
"38726","white","strong republican"
"38727","white","not str republican"
"38728","white","not str republican"
"38729","white","not str republican"
"38730","white","not str republican"
"38731","white","not str republican"
"38732","white","not str democrat"
"38733","white","strong democrat"
"38734","white","independent"
"38735","white","ind,near rep"
"38736","white","strong republican"
"38737","other","not str democrat"
"38738","white","not str republican"
"38739","white","independent"
"38740","white","ind,near rep"
"38741","white","not str democrat"
"38742","black","strong democrat"
"38743","other","not str republican"
"38744","other","ind,near rep"
"38745","other","independent"
"38746","white","not str democrat"
"38747","white","ind,near rep"
"38748","white","strong democrat"
"38749","black","ind,near dem"
"38750","white","ind,near rep"
"38751","white","other party"
"38752","white","not str democrat"
"38753","white","independent"
"38754","white","ind,near dem"
"38755","black","strong democrat"
"38756","white","other party"
"38757","white","not str democrat"
"38758","white","ind,near rep"
"38759","white","independent"
"38760","white","independent"
"38761","white","ind,near dem"
"38762","white","ind,near dem"
"38763","white","not str democrat"
"38764","black","ind,near rep"
"38765","black","ind,near dem"
"38766","white","independent"
"38767","black","independent"
"38768","white","independent"
"38769","black","strong democrat"
"38770","white","strong democrat"
"38771","white","not str democrat"
"38772","other","ind,near rep"
"38773","white","independent"
"38774","white","ind,near rep"
"38775","white","independent"
"38776","white","not str democrat"
"38777","white","independent"
"38778","white","not str republican"
"38779","white","strong democrat"
"38780","white","not str republican"
"38781","white","strong republican"
"38782","white","not str republican"
"38783","white","ind,near dem"
"38784","white","not str republican"
"38785","white","ind,near rep"
"38786","white","not str democrat"
"38787","white","not str republican"
"38788","white","ind,near rep"
"38789","white","ind,near dem"
"38790","white","independent"
"38791","black","not str democrat"
"38792","black","strong democrat"
"38793","black","ind,near dem"
"38794","other","other party"
"38795","black","strong democrat"
"38796","white","strong republican"
"38797","white","ind,near rep"
"38798","white","ind,near rep"
"38799","white","not str republican"
"38800","white","strong republican"
"38801","white","not str democrat"
"38802","white","not str republican"
"38803","white","not str republican"
"38804","white","independent"
"38805","white","independent"
"38806","white","independent"
"38807","white","not str democrat"
"38808","white","strong democrat"
"38809","white","strong republican"
"38810","white","not str republican"
"38811","white","not str republican"
"38812","white","not str democrat"
"38813","white","independent"
"38814","white","strong democrat"
"38815","white","ind,near dem"
"38816","white","independent"
"38817","white","not str democrat"
"38818","white","independent"
"38819","white","strong democrat"
"38820","white","strong democrat"
"38821","white","independent"
"38822","white","independent"
"38823","white","independent"
"38824","white","strong republican"
"38825","white","other party"
"38826","white","not str democrat"
"38827","other","ind,near dem"
"38828","white","not str democrat"
"38829","white","not str democrat"
"38830","white","strong republican"
"38831","white","ind,near dem"
"38832","white","strong republican"
"38833","white","independent"
"38834","white","not str democrat"
"38835","white","ind,near rep"
"38836","other","independent"
"38837","white","not str democrat"
"38838","white","not str republican"
"38839","white","not str republican"
"38840","other","not str democrat"
"38841","white","ind,near dem"
"38842","white","ind,near rep"
"38843","white","not str republican"
"38844","white","strong democrat"
"38845","white","ind,near rep"
"38846","white","strong democrat"
"38847","other","independent"
"38848","white","not str republican"
"38849","white","not str democrat"
"38850","white","independent"
"38851","white","not str republican"
"38852","white","strong democrat"
"38853","white","not str democrat"
"38854","white","ind,near rep"
"38855","white","not str republican"
"38856","white","not str republican"
"38857","white","strong republican"
"38858","white","not str republican"
"38859","white","ind,near dem"
"38860","white","not str democrat"
"38861","white","strong republican"
"38862","white","independent"
"38863","black","ind,near dem"
"38864","white","independent"
"38865","white","not str republican"
"38866","white","strong democrat"
"38867","white","not str democrat"
"38868","white","other party"
"38869","white","independent"
"38870","white","ind,near dem"
"38871","white","strong democrat"
"38872","white","strong republican"
"38873","white","ind,near rep"
"38874","white","ind,near rep"
"38875","white","not str democrat"
"38876","white","independent"
"38877","white","other party"
"38878","white","ind,near dem"
"38879","white","strong republican"
"38880","white","not str democrat"
"38881","white","not str republican"
"38882","white","strong republican"
"38883","white","not str democrat"
"38884","white","not str democrat"
"38885","white","not str democrat"
"38886","white","ind,near rep"
"38887","white","not str republican"
"38888","white","independent"
"38889","white","strong republican"
"38890","white","independent"
"38891","white","ind,near rep"
"38892","white","strong democrat"
"38893","white","not str republican"
"38894","white","ind,near rep"
"38895","white","not str republican"
"38896","white","ind,near dem"
"38897","white","ind,near dem"
"38898","white","not str democrat"
"38899","white","strong democrat"
"38900","white","not str republican"
"38901","white","not str republican"
"38902","white","ind,near dem"
"38903","white","not str republican"
"38904","white","strong republican"
"38905","white","independent"
"38906","white","not str republican"
"38907","white","ind,near dem"
"38908","white","ind,near dem"
"38910","white","independent"
"38911","white","strong democrat"
"38912","white","ind,near dem"
"38913","white","independent"
"38914","black","strong democrat"
"38915","white","ind,near rep"
"38916","white","not str republican"
"38917","white","not str democrat"
"38918","white","ind,near dem"
"38919","white","ind,near dem"
"38920","white","strong republican"
"38921","white","not str democrat"
"38922","white","ind,near rep"
"38923","white","independent"
"38924","white","not str democrat"
"38925","white","strong democrat"
"38926","white","strong democrat"
"38927","white","independent"
"38928","white","strong republican"
"38929","white","independent"
"38930","white","independent"
"38931","white","independent"
"38932","white","independent"
"38933","white","ind,near rep"
"38934","white","not str democrat"
"38935","black","not str democrat"
"38936","white","strong republican"
"38937","white","independent"
"38938","white","ind,near dem"
"38939","white","independent"
"38940","white","ind,near rep"
"38941","black","independent"
"38942","white","independent"
"38943","black","independent"
"38944","white","ind,near rep"
"38945","white","independent"
"38946","white","independent"
"38947","white","ind,near dem"
"38948","white","strong republican"
"38949","white","ind,near rep"
"38950","white","strong republican"
"38951","white","independent"
"38952","white","not str republican"
"38953","white","strong republican"
"38954","white","ind,near rep"
"38955","white","not str republican"
"38956","white","strong republican"
"38957","other","independent"
"38958","white","not str republican"
"38959","white","strong republican"
"38960","white","strong republican"
"38961","white","strong republican"
"38962","white","not str democrat"
"38963","white","independent"
"38964","white","ind,near rep"
"38965","white","independent"
"38966","white","not str republican"
"38967","white","not str democrat"
"38968","white","strong republican"
"38969","white","not str democrat"
"38970","black","not str republican"
"38971","white","strong republican"
"38972","white","independent"
"38973","white","not str republican"
"38974","white","not str republican"
"38975","white","ind,near dem"
"38976","white","strong democrat"
